Authors,Title
"1478.	A. B. M. Alim Al Islam, Md. A. Azad, Md. K. Alam, Md. S. Alam",Security Attack Detection using Genetic Algorithm (GA) in Policy Based Network
"1479.	Md. A. Azad, A. B. M. Alim Al Islam, Md. K. Alam, Md. S. Alam, Router Oriented Traffic Flow Analysis For Ip Backbone Network",International Conference on Information and Communication Technology (ICICT)
"1480.	A. A. Yusuf, M. M. Murshed, Mohammad Mahfuzul Islam",SIR performance of multipath cellular network for quality assured multimedia delivery
"1481.	M. A. Hoque, S.M.I. Amin, Md. Shohrab Hossain, Hierarchical Model of GRSB Protocol",the 2nd International Conference on Advances in Information Technology
"1482.	M. A. Hoque, S.M.I. Amin, Md. Shohrab Hossain, Modified Algorithms for Multilevel GRSB Protocol",IEEE 32nd conference on Local Computer Networks (LCN 2007)
"1483.	Mahmuda Naznin, Kendall E. Nygard",Handling Multiplicities and Multiple Variables in a Dynamic Network Flow Model
"1484.	Mahmuda Naznin, Paul Juell, Kendall E. Nygard, Karl Altenburg, A Clustering Heuristic by Effective Neighbor Selection",The 40th Annual Midwest Instructional and Computing Symposium (MICS)
"1485.	M. R. Rahman, Md. Ehtesamul Haque, M. Islam, Md. A. Kashem, On-Line Algorithms for Vertex-Rankings of Graphs",Proc. of the International Conference on Information and Communication Technology (ICICT 2007)
"1486.	Md Shahjalal , M. Kaykobad",A New Data Structure for Heapsort with Improved Number of Comparisons
"1487.	N.M. Mosharaf Kabir Chowdhury , Md. Mostofa Akbar, M. Kaykobad",DiskTrie: An Efficient Data Structure Using Flash Memory for Mobile De
"1488.	T. Hashem, and M. A. Kashem Mia",Approximation algorithm for edge-ranking of series-parallel graphs
"1489.	M. A. Kashem, C. S. Hasan, A. Bhattacharjee",An algorithm for solving the minimum vertex-ranking spanning tree problem on series-parallel graphs
"1490.	T. Hashem, U. K. Paul, M. A. Kashem Mia, An algorithm for c-vertex-ranking of starlike graphs",2006 International Conference on Electrical and Computer Engineering
"1491.	M. L. Ali, S. M. L. Kabir, M. J. B. Alam, M. A. Kashem",Module-based Edukit for Teaching and Learning Micro-Controller Programming
"1492.	Reaz Ahmed, R. Boutaba, Distributed Pattern Matching for P2P Systems",IEEE/IFIP Network Operations and Management Symposium
"1493.	K. Raiyan Kamal, Md. Yusuf Sarwar Uddin, Repeated Magnification: A new Approach of Generating Artificial Mountain like Terrain",International Conference on Computer Graphics and Interactive Techniques in Australasia and South-East Asia
"1494.	A. Bhattacharjee, Z. Shams, K. Z. Sultana",New Constraints on Generation of Uniform Random Samples from Evolutionary Trees
"1495.	A. Bhattacharjee, K. Z. Sultana, Z. Shams",Dynamic and Parallel Approaches to Optimal Evolutionary Tree Construction
"1496.	M. M. Masud, L. Khan, E. Al-Shaer, Email Worm Detection using Naive Bayes and Support Vector Machine",IEEE International Conference on Intelligence and Security Informatics
"1497.	Abu Sayed Md. Latiful Hoque, M.T parvez, Masud Hasan, e-Government Procurement of Developing Countries",International Conference on Information and Communication Technology
"1498.	A Khan, N. Shahriar, S.M. Khan, Masud Hasan, Novel realization of quantum ternary mux and demux",. International Conference on Electrical and Compute Engineering
"1499.	A. Khan, N. Nusrat, S.M. Khan, Masud Hasan",Novel realization of some ternary circuits for quantum computing
"1500.	A.K.M. Ashikur Rahman, P. Gburzynski, Hidden problems with the hidden node problem","23rd Biennial Symposium on Communications- QBSC 2006,"
"1501.	A.K.M. Ashikur Rahman, P. Gburzynski, MAC-Assisted Broadcast Speedup in Ad-Hoc Wireless Networks","In Proceedings of ACM International Wireless Communications and Mobile Computing Conferences- IWCMC 2006 Wireless Ad Hoc and Sensor Networks,"
"1502.	M. M. Hyder, Md. Monirul Islam, M. A. H. Akhand, K. Murase, A novel two-stage approach for translation, rotation and scale invariant character recognition",oint 3rd International Conference on Soft Computing and Intelligent Systems and 7th International Symposium on advanced Intelligent Systems (SCIS & ISIS 2006)
"1503.	M. S. Alam, Md. Monirul Islam, M. A. H. Akhand, K. Murase, A recurring multi-stage evolutionary system for balancing exploitation and exploration",Joint 3rd International Conference on Soft Computing and Intelligent Systems and 7th International Symposium on advanced Intelligent Systems (SCIS & ISIS 2006)
"1504.	M. I. B. Shahid, Md. Monirul Islam, M. A. H. Akhand, K. Murase, A new algorithm to design multiple hidden layered artificial neural networks",oint 3rd International Conference on Soft Computing and Intelligent Systems and 7th International Symposium on advanced Intelligent Systems (SCIS & ISIS 2006)
"1505.	Md. Shaifur Rahman, Md. Monirul Islam, A New Approach for Designing Artificial Neural Networks",Proceedings of 9th International Conference on Computer and Information Technology
"1506.	Muhammad Abdullah Adnan, Md. Saidur Rahman, Distribution of objects to bins: generating all distributions",Proc. of 9th International Conference on Computer and Information Technology (ICCIT 2006)
"1507.	Md. Humayun Kabir, E. G. Manning, G. C. Shoja",On-demand Segmentation and Proxy Buffer Provisioning for Scalable and Interactive Video Streaming Scheme
"1508.	M. Christodoulakis, C. S. Iliopoulos, M. Sohel Rahman, W. F. Smyth",Song classifications for dancing
"1509.	M. Sohel Rahman, C. S. Iliopoulos",Algorithms for computing variants of the longest common subsequence problem (Conference
"1510.	Md. Yusuf Sarwar Uddin, M. A. Rahman, Md. Mostofa Akbar",Hierarchical Numbering based Routing Protocol for Wireless Ad Hoc Networks (Poster
"1511.	S. M. Masum, A. A. Ali, Md. Mostofa Akbar, Design of An l- Exclusion Algorithm for Mobile Adhoc Networks",First International Conference Next-Generation Wireless Systems
"1512.	Md. Yusuf Sarwar Uddin, Md. Mostofa Akbar, Addressing Techniques in Wireless Sensor Networks: A Short Survey",Proceedings of the 4th International Conference on Electrical and Computer Engineering (ICECE 2006)
"1513.	K. Abdullah-Al-Mamun, N. K. Siddika, M. F. A Ameen, F. Sarker, Md. Mostofa Akbar",Segment and Semi Circle Based Geometric Characters of Bangla and An Efficient Relevant Method of Character Recognition
"1514.	A. A. Muzahid, Ahmed Khurshid, Md. Mostofa Ali Patwary, Md. Mostofa Akbar, M.K. Khan, Reservation Based Adaptive Uplink Admission Control for WCDMA",Proceedings of First International Conference on Next-Generation Wireless Systems
"1515.	M. A. Rahman, M. S. Alam, Md. Mostofa Akbar, A Two Layer Quorum Based Distributed Mutual Exclusion Algorithm",Proceedings of the 9th International Conference on Computer and Information Technology 2006
"1516.	Zalia Shams, Shahina Ferdous, Kazi Zakia Sultana, Md. Saidur Rahman, On resource bipartitioning problem",4th International Conference on Electrical and Computer Engineering (ICECE 2006)
"1517.	M. R. Rahman, Md. A. Kashem, Md. Ehtesamul Haque, An On-Line Algorithm for Edge-Ranking of Trees",Proc. of the 9th International Conference on Computer and Information Technology
"1518.	Abu Sayed Md. Latiful Hoque, M. T. Parvez, M. S. Hoque",Pedestrian and Vulnerable Road User Safety: A Case Study about Bakshibazar-Dhaka Board Road around BUET
"1519.	Abu Sayed Md. Latiful Hoque, F. H. Siddiqui, Parallel Virtual Data Cube Construction from a Distributed Compressed Data Warehouse",International Conference on Information and Communication Technology for the Muslim World
"1520.	Abu Sayed Md. Latiful Hoque, M. Hassan, M. T. Parvez, G. Hossain, e-Government Procurement of Developing Countries: Problems and Prospects",International Conference on Information and Communication Technology for the Muslim World
"1521.	Abu Sayed Md. Latiful Hoque, M. A. Sharif",Morphological Analysis and Synonym Handling in Information RetrievalSystem for Bangla Text Database
"1522.	D. T. Ahmed, A Hybrid P2P Protocol for Real-time Applications",15th International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises
"1523.	Mahmuda Naznin, Kendall E. Nygard, Adaptive Coverage in Heterogeneous Sensor Network",The 19th International Conference on Computer Applications in Industry and Engineering (CAINE)
"1524.	Mahmuda Naznin, Xiaojiang Du, Kendall E. Nygard, Scheduling Duty Cycles In Differentiated Sensor Networks",International Conference on Knowledge Sharing and Collaborative Engineering (KSCE)
"1525.	U. K. Paul, T. Hashem, M. A. Kashem, An algorithm for c-edge-ranking of a starlike graph",Proceedings of the 8th International Conference on Computer and Information Technology (ICCIT2005)
"1526.	A. Bhattacharjee, Md. R. Uddin, B. K. Debnath, DQA: Automata with new Memories, Properties and Applications",8th International Conference on Computer and Information Technology
"1527.	A. Bhattacharjee, S. A. Quader, A New Approach to File Encryption and Compression",8th International Conference on Computer and Information Technology
"1528.	Reaz Ahmed, R. Boutaba, F. Cuervo, Y. Iraqi, T. Li, N. Limam, Service/Resource Naming: A Comparative Study",IFIP/IEEE International Symposium on Integrated Network Management
"1529.	Reaz Ahmed, R. Boutaba, F. Cuervo, Y. Iraqi, T. Li, N. Limam, Service Discovery Protocols: A Comparative Study",International Symposium on Integrated Network Management
"1530.	Reaz Ahmed, R. Boutaba, F. Cuervo, Y. Iraqi, T. Li, N. Limam",Service Naming in Large-Scale and Multi-Domain Networks
"1531.	Tanvir Al Amin, Imranul Hoque, Md. Yusuf Sarwar Uddin",Service Oriented Architecture for a Multichannel Network TV System
"1532.	M.A.H. Newton, J. Levine, M. Fox, Genetically Evolved Macro-Actions in AI Planning Problems",24th Workshop of the UK Planning and Scheduling Special Interest Group (PLANSIG)
"1533.	Mohammed Eunus Ali, K. Mahbub, A. Iqbal",A Framework for Dynamic Composition of Web Services Using Static Look-Up Table
"1534.	A.K.M. Ashikur Rahman, P. Gburzynski,",On Constructing Minimum-Energy Path-Preserving Graph for Ad-hoc Wireless Networks
"1535.	M. A. H. Akhand, Md. Monirul Islam, K. Murase, A Hybrid Training Approach to Create Neural Network Ensemble",In Proc. of 8th International Conference on Computer and Information Technology (ICCIT2005)
"1536.	M. A. H. Akhand, Md. Monirul Islam, K. Murase",A hybrid algorithm for compact neural network ensemble
"1537.	I. Hoque, S. Jahid, Mail2Phone: Connecting Email to Telephone",Eighth International Conference on Computer and Information Technology (ICCIT)
"1538.	A. Bhattacharjee, B. K. Debnath",A New Web Cache Replacement Algorithm
"1539.	Md. Humayun Kabir, E. G. Manning, G. C. Shoja",An Interactive Scalable Multimedia Streaming Scheme for VBR-encoded Videos
"1540.	Md. Humayun Kabir, E. G. Manning, G. C. Shoja",A CBR-streaming Scheme for VBR-encoded Videos
"1541.	Md. Mostofa Akbar, M. Sohel Rahman, E. Manning, G. Shoja",Distrbuted Utility Model for Distributed Multimedia Server Systems
"1542.	Md. Mostofa Akbar, E. G. Manning, G. C. Shoja, M. Sohel Rahman, Optimal Server Selection for Content Routing (Conference",20th International Conference on Computers and Their Applications (CATA 2005)
"1543.	S. M. Masum, A. A. Ali, Md. Mostofa Akbar",A Fault Resilient Exclusion Algorithm for Mobile Ad Hoc Networks
"1544.	Md. Mostofa Akbar, M. Sohel Rahman, E. G. Manning , G. C. Shoja",Distributed Utility Model for Distributed Multimedia Server Systems
"1545.	R. S. Roy, M. Sohel Rahman",On Communicating with Agents on the Network
"1546.	D.T. Ahmed, Md. Mostofa Akbar, Near Optimal Disk Scheduling Algorithm",Proceedings of the 8th International Conference on Computer and Information Technology 2005
"1547.	I. Hoque, S. Jahid, Md. Mostofa Akbar, A Web Service Based Architecture of Ubiquitous Computing",Proceedings of the 8th International Conference on Computer and Information Technology 2005
"1548.	M. M. R. Khan, M. H. A. Khan, Md. Mostofa Akbar, A Family of Ternary Reversible Quantum Gates",Proceedings of the 8th International Conference on Computer and Information Technology 2005
"1549.	Md. Monirul Islam, Md. Mostofa Akbar, Hemayet Hossain, E. G. Manning",Admission Control of Multimedia Sessions to a set of Multimedia Servers connected by an Enterprise Network
"1550.	Hemayet Hossain, Md. Mostofa Akbar, Md. Monirul Islam",Extended-butterfly Fat Tree Interconnection (EFTI) Architecture for Network on Chip
"1551.	K.J. Alam, Md. A. Rahman, A. K. M. M. Haque, T. Islam, Mohammad Tanvir Irfan, Structure based Bangla to English Machine Translation",Proceedings of International Conference on Computer and Information Technology (ICCIT)
"1552.	Md. Saidur Rahman, N. Egi, Takao Nishizeki",No-bend orthogonal drawings of series-parallel graphs
"1553.	Md. Monirul Islam, M. Murshed, Mohammad Mahfuzul Islam",Estimation of cell overload probability for adaptive bandwidth allocation scheme in cellular multimedia communications
"1554.	Md. Monirul Islam, M. Murshed, Mohammad Mahfuzul Islam",Min-Max fairness scheme for resource allocation in cellular multimedia networks
"1555.	R. Iqbal, D. T. Ahmed, A Structured Approach to Software Coding Quality Assurance",8th International Conference on Computer and Information Technology (ICCIT)
"1556.	M. A. Rouf, Abu Sayed Md. Latiful Hoque, Database Compression for Management of Terabyte Level of Relational Data",Proceedings of the International Conference of Computer and Information Technology
"1557.	Abu Sayed Md. Latiful Hoque, K. S. Hasan, Chowdhury Sayeed Hyder, Multilingual Data Management System",Proceedings of the International Conference of Computer and Information Technology
"1558.	M. S. Rahman, M. A. Kashem Mia, An Efficient Algorithm for Finding an Independency Tree",roceedings of the 7th International Conference on Computer and Information Technology (ICCIT2004)
"1559.	M. S. Rahman, M. A. Kashem Mia, Degree restricted spanning trees of graphs",Proceedings of the 2004 ACM Symposium on applied computing
"1560.	Asif-ul Haque, Mohammad Saifur Rahman, Mehedi Bakht, M. Kaykobad, Drawing Lines by Uniform Packing",International Conference on Computer and Information Technology (ICCIT)
"1561.	Mohammad Mahfuzul Islam, M. Murshed, L. S. Dooley",A novel mobility support resource reservation and call admission control scheme for quality-of-service provision in wireless multimedia communications
"1562.	Mohammad Mahfuzul Islam, M. Murshed, L. S. Dooley",A novel velocity-dependant directional probability function based call admission control scheme in wireless multimedia communications
"1563.	A. Bhattacharjee, B. K. Debnath, Queue Automata",7th International Conference on Computer and Information Technology
"1564.	Lenin Mehedy, A.Z.M. Dayem Ullah, Abu Wasif, Limited Search Oblique Decision Tree",International Conference on Computer and Information Technology
"1565.	Sajib Dasgupta, Abu Wasif, Sharmin Azam, An Optimal Way of Machine Translation from English to Bengali",International Conference on Computer and Information Technology
"1566.	M.M. Masud, Combined Evolution Model: Integrating Machine Learning, Simulated Annealing and Evolutionary Computing",5th International Conference on Recent Advances in Soft Computing (RASC)
"1567.	M.A. Ali, M. M. Masud, C.M. Rahman, Implementation of ID3 Algorithm by Coverage Vector",Seventh International Conference on Computers and Information Technology (ICCIT)
"1568.	M.M. Haque, I.A. Sadi, Mohammed Eunus Ali",An Agent-based Architecture of a Distributed System for Performance Monitoring
"1569.	A.K.M. Ashikur Rahman, P. Gburzynski,",MAC Support for Broadcast Based Adhoc Forwarding Schemes
"1570.	A.K.M. Ashikur Rahman, W. Olesinski, P. Gburzynski, Controlled Flooding in Wireless Ad-hoc Networks",IEEE International Workshop on Wireless Adhoc Networks- IWWAN
